      -0.2733743E+00        0.2059400E-01       -0.2823038E+00       -0.1336721E-01       -0.1565499E+00       -0.7412708E-02       -0.1593136E+00       -0.6953825E-02
       0.4435463E-01        0.1766720E-01        0.9939689E-01       -0.8212819E-01        0.4417403E-01       -0.3649946E-01        0.2710394E-01       -0.4102346E-01
      -0.6304385E-01        0.3294632E-01       -0.1553432E+00       -0.9585535E-01       -0.9219571E-01       -0.5688984E-01       -0.9638628E-01       -0.5911504E-01
       0.1382128E+00       -0.8509556E-01        0.1113225E+02       -0.1081958E+02        0.1849269E-01       -0.1797329E-01        0.4287295E-02       -0.1920865E-01
       0.1064851E+00       -0.6369783E-01        0.8473064E-01       -0.1629335E+00        0.3140347E-01       -0.6038757E-01        0.2986317E-01       -0.6094526E-01
      -0.1952482E+00       -0.2448611E+00       -0.4276271E+00       -0.2594968E+00       -0.1159999E+00       -0.7039218E-01       -0.1156581E+00       -0.7029039E-01
       0.4488259E-01       -0.8115513E-01        0.2421315E+00       -0.3795863E+00        0.4639496E-01       -0.7273275E-01        0.4590405E-01       -0.7288764E-01
      -0.6293869E-01       -0.2915069E-01       -0.3766276E+00       -0.1164325E+00       -0.6963135E-01       -0.2152618E-01       -0.7002533E-01       -0.2120693E-01
       0.1788188E+00       -0.5620380E-01       -0.8049893E-01       -0.1220053E+00       -0.3847152E-01       -0.5830799E-01       -0.4317188E-01       -0.5931684E-01
      -0.6074335E-01        0.6642023E-01        0.3561365E-01        0.1490571E+00        0.2367209E-01        0.9907699E-01        0.1442690E-01        0.9546880E-01
       0.6906652E-01       -0.2250931E+00       -0.3309296E-02       -0.3170581E+00       -0.1611557E-02       -0.1544006E+00       -0.4755861E-02       -0.1541841E+00
       0.1554010E+00       -0.7244964E-02       -0.1760539E+00        0.7028639E-01        0.1271476E-01       -0.5076139E-02       -0.2816979E-02       -0.5823552E-02
       0.7480994E-01        0.5104160E-01        0.4600953E+00        0.2753071E+00        0.1178640E+00        0.7052628E-01        0.1095538E+00        0.6862218E-01
      -0.5101977E-01        0.1156953E+00        0.9092817E-01        0.1382378E+00        0.1625483E-01        0.2471215E-01        0.1559970E-01        0.2400550E-01
      -0.1307572E+00        0.6839337E-01       -0.1789266E+00        0.1754703E+00       -0.5722110E-01        0.5611577E-01       -0.5925328E-01        0.5610342E-01
       0.2272629E+00        0.3155975E-02        0.6521782E+00        0.8827032E-01        0.2896017E+00        0.3919670E-01        0.2764018E+00        0.3624235E-01
       0.5001658E-01       -0.7705312E-01        0.1654458E+00        0.6917261E-01        0.7717466E-01        0.3226659E-01        0.7279092E-01        0.3175922E-01
       0.4567835E-01       -0.1346242E+00        0.6806527E+00       -0.1090057E+01        0.8371383E-01       -0.1340667E+00        0.8177162E-01       -0.1343167E+00
       0.5034846E-01        0.6632595E-02        0.5760080E-01       -0.1820200E-01        0.2313060E-01       -0.7309329E-02        0.1860580E-01       -0.8795519E-02
      -0.3186982E-01        0.1746414E+00        0.1143281E-01        0.4543371E+00        0.4327254E-02        0.1719640E+00        0.2856933E-02        0.1715412E+00
       0.1974493E+00       -0.6210012E-01        0.5863289E+00       -0.2186763E+00        0.2953184E+00       -0.1101415E+00        0.2865478E+00       -0.1129365E+00
       0.1996176E-01       -0.2550226E-02       -0.7212887E+00        0.7458069E-01       -0.2656597E-01        0.2746901E-02       -0.4052509E-01       -0.2373320E-02
       0.1743533E+00       -0.5930872E-01       -0.2454278E-01        0.1709963E-01        0.1014206E-01       -0.7066253E-02       -0.6754598E-02       -0.7595709E-02
       0.2848843E+00        0.4380352E-01       -0.7744646E-01        0.3127720E-02        0.2416941E-01       -0.9760956E-03       -0.6105373E-02        0.1294261E-02
       0.4911084E-01        0.8456542E-01       -0.2625206E+00        0.4097422E+00       -0.5941766E-01        0.9273910E-01       -0.6003308E-01        0.9233665E-01
      -0.1150739E+00       -0.3841943E-01       -0.1879194E+00       -0.2553107E+00       -0.1102910E+00       -0.1498433E+00       -0.1213916E+00       -0.1514301E+00
      -0.1239148E+00       -0.8357109E-01       -0.3995356E+00       -0.1335431E+00       -0.2074585E+00       -0.6934217E-01       -0.2125914E+00       -0.7146920E-01
       0.1034028E-01       -0.1520609E+00        0.5008512E+00       -0.4570757E+00        0.1125341E+00       -0.1026984E+00        0.1092031E+00       -0.1030870E+00
      -0.1610173E+00        0.1844765E+00       -0.4711678E+00        0.6602348E-01       -0.3200104E+00        0.4484220E-01       -0.3231597E+00        0.4665704E-01
       0.6986479E-02       -0.9742024E-01        0.1076906E+00       -0.4062421E+00        0.6972077E-01       -0.2630081E+00        0.6266880E-01       -0.2661947E+00
       0.1009656E+00        0.3784129E-01        0.2780671E+00        0.1146053E+00        0.1266927E+00        0.5221633E-01        0.1248837E+00        0.5146143E-01
       0.9445486E-01       -0.1245471E+00        0.5392187E-01       -0.1191927E+00        0.2312485E-01       -0.5111681E-01        0.2451333E-01       -0.5086515E-01
       0.6404136E-01        0.1253688E-01        0.1241310E-01        0.2063926E+00        0.5768383E-02        0.9591094E-01       -0.2892370E-02        0.9272289E-01
      -0.8694019E-01       -0.3296299E-01        0.1688002E-01        0.1072183E+00        0.9316790E-02        0.5917828E-01        0.8472526E-02        0.5847019E-01
      -0.3762769E-02       -0.4311565E-01        0.1957042E+00       -0.1196020E+00        0.4936729E-01       -0.3017016E-01        0.3790602E-01       -0.3189895E-01
      -0.1769648E+00       -0.8152026E-01       -0.7758452E+00       -0.6682808E+00       -0.1667383E+00       -0.1436214E+00       -0.1662594E+00       -0.1438180E+00
      -0.1950684E+00        0.3839950E-01       -0.4084326E+00        0.1808527E-01       -0.1837529E+00        0.8136521E-02       -0.1863384E+00        0.8112525E-02
       0.5748914E-01       -0.2234013E-01       -0.3780948E+00        0.2268527E+00       -0.6018442E-01        0.3610999E-01       -0.6265502E-01        0.3517764E-01
      -0.5072013E-01        0.8058038E-01        0.1097131E+00        0.2581328E+00        0.2796936E-01        0.6580629E-01        0.2679857E-01        0.6571742E-01
       0.2139907E+00        0.2802552E-01        0.6806069E+00       -0.2819291E-01        0.1826684E+00       -0.7566709E-02        0.1674015E+00       -0.1124540E-01
       0.1529211E+00        0.5921402E-01       -0.2980900E-01       -0.2390984E-01        0.6527602E-02        0.5235799E-02       -0.9069609E-02        0.6242097E-02
       0.2018823E+00       -0.1299019E+00        0.5469867E+00       -0.2296816E+00        0.3296579E+00       -0.1384245E+00        0.3268830E+00       -0.1379187E+00
      -0.1317254E+00       -0.2924139E-01       -0.6252934E+00       -0.6099299E-01       -0.1666918E+00       -0.1625961E-01       -0.1781275E+00       -0.1787381E-01
       0.2121038E-01       -0.1901985E+00       -0.4785444E-01       -0.7917111E+00       -0.2045459E-01       -0.3384039E+00       -0.2243916E-01       -0.3394847E+00
       0.1398681E+00        0.7720410E-01        0.1549752E+00        0.1063133E+00        0.6148273E-01        0.4217728E-01        0.5901708E-01        0.4199719E-01
       0.8823647E-02       -0.2315392E-01        0.4213535E+00        0.4341573E-01        0.1799913E+00        0.1854608E-01        0.1752773E+00        0.1786166E-01
      -0.1024738E-01        0.4270680E-01       -0.3870144E-01        0.9511558E-01       -0.1303085E-01        0.3202560E-01       -0.1726636E-01        0.2970449E-01
       0.2443733E+00       -0.6212209E-01        0.7631188E+00       -0.3044389E+00        0.2703848E+00       -0.1078674E+00        0.2681850E+00       -0.1076471E+00
      -0.8492142E-01        0.9197005E-01       -0.6277102E-01       -0.6942128E-01       -0.2482992E-01       -0.2746052E-01       -0.2430331E-01       -0.2729933E-01
      -0.5985120E-01       -0.1197304E+00        0.1488907E+00        0.1747174E+00       -0.1008320E-01       -0.1183224E-01       -0.1806417E-01       -0.1238652E-01
       0.1368996E+00        0.6436334E-01        0.3995784E+00        0.1392460E+00        0.1885041E+00        0.6569035E-01        0.1833234E+00        0.6525767E-01
      -0.1569969E-02       -0.2516062E-01       -0.2168970E+00        0.1402844E+00       -0.7628939E-01        0.4934238E-01       -0.7697544E-01        0.4964552E-01
      -0.2231103E-01        0.3535500E-02        0.1962596E-01        0.6286027E-01        0.7487554E-02        0.2398199E-01        0.5826912E-02        0.2407034E-01
       0.1124784E+00       -0.1428598E+00        0.3651312E+00        0.6933981E-01        0.2111228E+00        0.4009302E-01        0.2072622E+00        0.3901689E-01
      -0.2894122E+00       -0.1178622E+00       -0.3230623E+01       -0.7572544E-01       -0.1695391E+00       -0.3973977E-02       -0.1687538E+00       -0.5841330E-02
       0.1387289E+00        0.4175392E-01       -0.1716354E+00        0.1544581E+00       -0.1049908E+00        0.9448332E-01       -0.1164628E+00        0.9286889E-01
       0.8834784E-01        0.1300446E+00        0.6853617E+00        0.8877964E-01        0.1365415E+00        0.1768717E-01        0.1368209E+00        0.1774762E-01
      -0.1477129E+00        0.3616947E+00       -0.2047261E+00        0.5989305E+00       -0.1134512E+00        0.3319039E+00       -0.1150078E+00        0.3316381E+00
       0.4020388E+00        0.5817492E-01        0.1789999E+01        0.2722041E+00        0.4110067E+00        0.6250153E-01        0.4066786E+00        0.6195875E-01
       0.2985569E+00       -0.1894240E+00        0.4461271E+00       -0.3650824E+00        0.2178078E+00       -0.1782402E+00        0.2123719E+00       -0.1788410E+00
      -0.2452187E+00       -0.1144173E-01       -0.1315878E+01       -0.1021659E-02       -0.2943437E+00       -0.2285308E-03       -0.2964677E+00       -0.2045768E-03
       0.2878402E+00       -0.1869678E+00        0.5745910E+00       -0.5108797E+00        0.2630879E+00       -0.2339164E+00        0.2595463E+00       -0.2333323E+00
       0.3331203E+00        0.4307628E-01        0.4097253E+00       -0.3064318E-01        0.1821828E+00       -0.1362537E-01        0.1792696E+00       -0.1323110E-01
       0.1057163E+00       -0.1273583E+00        0.7158712E-03        0.4853455E-01       -0.3147926E-03       -0.2134228E-01       -0.2711630E-01       -0.1743860E-01
       0.9947137E-01       -0.1098210E+00        0.3537975E+00       -0.1510115E+00        0.1939169E+00       -0.8276966E-01        0.1881956E+00       -0.8215645E-01
       0.2838811E-01       -0.4352311E-01        0.2920092E+00       -0.3053690E+00        0.2788082E-01       -0.2915640E-01        0.2762845E-01       -0.2911883E-01
      -0.1942166E-01        0.8315349E-01        0.1946237E+00        0.3247044E+00        0.9645121E-01        0.1609163E+00        0.9367697E-01        0.1594408E+00
      -0.1098234E+00        0.1778368E+00        0.5702866E-02        0.5217140E+00        0.1393121E-02        0.1274466E+00        0.1610135E-02        0.1273808E+00
       0.1036275E+00        0.8000617E-01        0.4570074E+00        0.2049207E+00        0.2910594E+00        0.1305101E+00        0.2809763E+00        0.1272577E+00
       0.1530713E+00        0.6294405E-01       -0.6032686E-01        0.7548194E-02       -0.9368654E-02        0.1172221E-02       -0.2960948E-01        0.4548702E-02
       0.7497151E-01       -0.6749929E-01        0.3551173E+00       -0.7051701E-01        0.1374429E+00       -0.2729257E-01        0.1378864E+00       -0.2698645E-01
       0.1652557E+00       -0.1387164E+00        0.3346916E+00       -0.7245059E+00        0.1800350E+00       -0.3897212E+00        0.1812119E+00       -0.3897567E+00
      -0.7398739E-01        0.3909282E+00       -0.1587138E+00        0.6262789E+00       -0.8195426E-01        0.3233885E+00       -0.8237801E-01        0.3224002E+00
      -0.1300888E+00       -0.1238706E-01       -0.4311029E+00        0.1551951E+00       -0.2051613E+00        0.7385717E-01       -0.2050382E+00        0.7431415E-01
      -0.2087975E+00        0.1123177E+00       -0.3085289E+00        0.7817160E-01       -0.2434962E+00        0.6169434E-01       -0.2455771E+00        0.6143706E-01
       0.1891948E+00       -0.9044527E-01        0.3831692E+00       -0.3599909E+00        0.2615648E+00       -0.2457424E+00        0.2570895E+00       -0.2456868E+00
       0.2673761E+00       -0.8266529E-01        0.6180124E+00       -0.1919882E+00        0.3538518E+00       -0.1099256E+00        0.3454810E+00       -0.1098989E+00
       0.2026753E+00       -0.4284705E-01        0.3445650E+00       -0.3994738E+00        0.2184283E+00       -0.2532364E+00        0.2130418E+00       -0.2528390E+00
      -0.1105625E+00       -0.2372747E-01       -0.2579213E+00       -0.1601272E-01       -0.1489074E+00       -0.9244730E-02       -0.1494613E+00       -0.9494512E-02
      -0.5431293E-02        0.5122253E-01        0.2463966E-01       -0.1449304E+00        0.1185701E-01       -0.6974287E-01        0.5668717E-04       -0.7193067E-01
       0.1050202E-01        0.1074018E+00       -0.3632494E+00        0.3951099E+00       -0.1014398E+00        0.1103370E+00       -0.1032920E+00        0.1099049E+00
      -0.2235871E+00        0.1828825E-01       -0.3726312E+00        0.2496696E-01       -0.1761881E+00        0.1180492E-01       -0.1780806E+00        0.1089403E-01
       0.5291988E-01       -0.4242953E-03       -0.1567686E+00       -0.1599355E-01       -0.1627237E-01       -0.1660108E-02       -0.4052820E-01        0.1043980E-02
       0.1732478E+00       -0.3783018E+00        0.4610255E-01       -0.5266132E+00        0.8544648E-02       -0.9760252E-01        0.1055445E-01       -0.9724411E-01
       0.1331358E+00       -0.8901565E-01        0.4634894E+00       -0.3048055E+00        0.2575573E+00       -0.1693780E+00        0.2523860E+00       -0.1695720E+00
       0.8838895E-01        0.3388815E-01       -0.5150500E-01        0.1066359E-01       -0.9986542E-02        0.2067612E-02       -0.3015390E-01        0.5106938E-02
      -0.4824234E-02       -0.5943346E-01       -0.1919995E+00       -0.2887199E+00       -0.6360217E-01       -0.9564199E-01       -0.6453059E-01       -0.9531834E-01
       0.6348684E-01       -0.4023417E-01       -0.5476943E+00        0.1029179E+00       -0.1225099E+00        0.2302098E-01       -0.1377808E+00        0.2018704E-01
      -0.2916568E-01        0.2336170E-02        0.1032709E+00        0.1828895E+00        0.5355690E-01        0.9484756E-01        0.4958807E-01        0.9296785E-01
      -0.1138482E+00       -0.8147749E-01       -0.1558972E+00       -0.1742335E+00       -0.7576709E-01       -0.8467870E-01       -0.7893196E-01       -0.8547743E-01
       0.1768445E-01        0.8263966E-01        0.3806345E+00        0.2583851E+00        0.2440819E+00        0.1656894E+00        0.2346089E+00        0.1628419E+00
      -0.4855377E+00        0.2031340E+00       -0.3696055E+00        0.5472988E-01       -0.2583888E+00        0.3826130E-01       -0.2604488E+00        0.3691832E-01
       0.5771752E-02        0.6084121E-02       -0.4011658E-01        0.8318221E-01       -0.1378509E-01        0.2858355E-01       -0.1772979E-01        0.2720761E-01
