      1      1      1    0.11713E+02   -0.19274E+00    0.16079E-03   -0.15611E-03   -0.23990E-07   -0.72784E-08    0.30687E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.43135E+00    0.15350E-03    0.22319E-03   -0.18412E-07   -0.98672E-08   -0.22851E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      2      1      1    0.11845E+02   -0.18941E+00    0.15716E-03   -0.15966E-03   -0.23755E-07   -0.54556E-08    0.30118E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.44614E+00    0.15742E-03    0.22657E-03   -0.18947E-07   -0.10420E-07   -0.22714E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      3      1      1    0.11949E+02   -0.18604E+00    0.15776E-03   -0.16711E-03   -0.24049E-07   -0.47767E-08    0.30669E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.46139E+00    0.16161E-03    0.23034E-03   -0.19515E-07   -0.11036E-07   -0.22600E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      4      1      1    0.12225E+02   -0.13969E+00    0.15153E-03   -0.19522E-03   -0.24096E-07   -0.28122E-08    0.33357E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.49545E+00    0.16555E-03    0.24537E-03   -0.19541E-07   -0.13206E-07   -0.23192E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      5      1      1    0.12330E+02   -0.13651E+00    0.15137E-03   -0.20239E-03   -0.24354E-07   -0.20806E-08    0.33906E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.50893E+00    0.16865E-03    0.24846E-03   -0.19955E-07   -0.13819E-07   -0.22998E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      6      1      1    0.12439E+02   -0.13263E+00    0.15084E-03   -0.20971E-03   -0.24607E-07   -0.12870E-08    0.34467E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.52273E+00    0.17183E-03    0.25168E-03   -0.20379E-07   -0.14455E-07   -0.22805E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      7      1      1    0.12554E+02   -0.12853E+00    0.15007E-03   -0.21694E-03   -0.24871E-07   -0.43817E-09    0.35010E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.53659E+00    0.17499E-03    0.25497E-03   -0.20799E-07   -0.15112E-07   -0.22607E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      8      1      1    0.12740E+02   -0.12773E+00    0.14901E-03   -0.23250E-03   -0.24650E-07   -0.51009E-10    0.37308E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.54733E+00    0.17822E-03    0.26579E-03   -0.21662E-07   -0.15340E-07   -0.23976E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      9      1      1    0.12882E+02   -0.12263E+00    0.14701E-03   -0.23869E-03   -0.24830E-07    0.96965E-09    0.37633E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.55093E+00    0.15212E-03    0.28622E-03   -0.17616E-07   -0.12994E-07   -0.27855E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     10      1      1    0.12996E+02   -0.16362E+00    0.16013E-03   -0.22333E-03   -0.26816E-07    0.11505E-08    0.35720E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.52674E+00    0.14902E-03    0.27753E-03   -0.17981E-07   -0.12035E-07   -0.27109E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     11      1      1    0.13094E+02   -0.16188E+00    0.16665E-03   -0.23422E-03   -0.28075E-07    0.21256E-09    0.37674E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.53680E+00    0.15249E-03    0.27770E-03   -0.18356E-07   -0.13478E-07   -0.26132E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     12      1      1    0.13229E+02   -0.15855E+00    0.16516E-03   -0.23909E-03   -0.28396E-07    0.12579E-08    0.37860E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.54629E+00    0.15167E-03    0.28105E-03   -0.18203E-07   -0.13891E-07   -0.26080E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     13      1      1    0.13367E+02   -0.15507E+00    0.16344E-03   -0.24376E-03   -0.28695E-07    0.23140E-08    0.38022E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.55581E+00    0.15049E-03    0.28457E-03   -0.17991E-07   -0.14304E-07   -0.26040E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     14      1      1    0.13509E+02   -0.15125E+00    0.16155E-03   -0.24831E-03   -0.28989E-07    0.33938E-08    0.38160E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.56577E+00    0.14913E-03    0.28835E-03   -0.17738E-07   -0.14722E-07   -0.26024E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     15      1      1    0.13670E+02   -0.16198E+00    0.16668E-03   -0.24630E-03   -0.30314E-07    0.46738E-08    0.37378E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.63909E+00    0.17410E-03    0.31320E-03   -0.20535E-07   -0.16107E-07   -0.28243E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     16      1      1    0.13809E+02   -0.19505E+00    0.17485E-03   -0.24641E-03   -0.30868E-07    0.36548E-08    0.38128E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.52049E+00    0.12350E-03    0.28286E-03   -0.15415E-07   -0.13146E-07   -0.25672E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     17      1      1    0.13930E+02   -0.21171E+00    0.20191E-03   -0.25330E-03   -0.34593E-07    0.36993E-08    0.38595E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.55819E+00    0.15847E-03    0.28602E-03   -0.19599E-07   -0.14498E-07   -0.25681E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     18      1      1    0.14094E+02   -0.20951E+00    0.19988E-03   -0.25778E-03   -0.34779E-07    0.46233E-08    0.38875E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.55305E+00    0.16620E-03    0.29391E-03   -0.21571E-07   -0.13547E-07   -0.27870E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     19      1      1    0.14299E+02   -0.27932E+00    0.25756E-03   -0.29104E-03   -0.42018E-07    0.55182E-08    0.43455E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.63711E+00    0.20250E-03    0.30447E-03   -0.25127E-07   -0.16086E-07   -0.27672E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     20      1      1    0.14447E+02   -0.28586E+00    0.27085E-03   -0.30999E-03   -0.40708E-07   -0.22332E-09    0.48468E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.64620E+00    0.20180E-03    0.30958E-03   -0.25688E-07   -0.15060E-07   -0.28521E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
